,Value
294,0.2545531914893616
295,0.17031203566121808
296,0.21775229357798168
297,0.24917710196780068
298,0.1738871635610773
299,0.24425162689804708
300,0.2651515151515152
301,0.27678714859437714
302,0.3812499999999999
303,0.16326923076923067
304,0.15164217804667254
305,0.142506938020352
306,0.20833333333333343
307,0.25325301204819267
308,0.21285458039718275
309,0.1860901339829476
310,0.24232266865079582
311,0.24500000000000008
312,0.27256637168141573
313,0.22758620689655173
314,0.2607223476297962
315,0.21860119047619023
316,0.34125000000000016
317,0.21271186440677972
318,0.2298758005404795
319,0.15866646822443645
320,0.19827083333333304
321,0.282690355329949
322,0.30863945578231294
323,0.21270417422867471
324,0.23121546961325973
325,0.2393877551020408
326,0.17191176470588204
327,0.1914545454545455
328,0.2964427480916028
329,0.14008825579921222
330,0.32411167512690275
331,0.22352941176470542
332,0.24371829105473958
333,0.26341678256838386
334,0.27771084337349344
335,0.238339060710195
336,0.28830937167198833
337,0.2163919413919409
338,0.222021978021978
339,0.2270925110132155
340,0.20240825688073355
341,0.3199532710280371
342,0.24247863247863252
343,0.3192307692307692
344,0.18699172383475735
345,0.2331719128329297
346,0.29074074074074086
347,0.19179790469752744
348,0.20925675675675678
349,0.23352059925093585
350,0.1946280991735535
351,0.1665350673478876
352,0.20612244897959184
353,0.19282077922078034
354,0.1784606205250597
355,0.18827893175074176
356,0.4000000000000003
357,0.23216617210682497
358,0.2052049910873438
359,0.2305289256198343
360,0.28485294117647003
361,0.3382198952879581
362,0.2177156334231805
363,0.2471223021582735
364,0.31188630490956
365,0.2895890410958904
366,0.2400306748466254
367,0.23713878713878664
368,0.11569892473118275
369,0.2624530947958908
370,0.26722935779816454
371,0.2378306878306874
372,0.2712000000000001
373,0.31293233082706773
374,0.24200627943485098
375,0.3083138173302108
376,0.2099867180236366
377,0.3052763819095475
378,0.26511138613861557
379,0.2291653473826596
380,0.25243243243243235
381,0.3656948493683215
382,0.2746113989637306
383,0.23995183044316026
384,0.2765193370165746
385,0.2971337579617835
386,0.2163101604278072
387,0.27764705882352947
388,0.22588733776370512
389,0.2180412371134017
390,0.18936723163841762
391,0.17638888888888887
392,0.12408536585365859
393,0.1551807617817956
394,0.11709346991037128
395,0.27838461538461534
396,0.28622763263459855
397,0.21974468085106375
398,0.2229454545454541
399,0.2881422924901181
